city,name,url
Fairless Hills,Leidy Microscopical Society,http://leidymicroscopical.com/
Hanover,"Mason-Dixon Rock, Mineral, Gemological, & Lapidary Club",http://topgemz.com/
Moosic,Mineralogical Society of Northeastern Pennsylvania,http://msnepa.org/
Pittsburgh,Monongahela Rockhounds,http://www.monongahelarockhounds.org/
Stroudsburg,Monroe County Earth Science Association,http://www.mdsysconsulting.com/MCESA/
Mars,Moraine Rockbusters,http://www.morainerockbusters.org/
State College,Nittany Mineralogical Society,http://www.nittanymineral.org/
Whitehall,Pennsylvania Earth Sciences Association,http://www.mineralfest.com/
Philadelphia,Philadelphia Mineralogical Society,http://www.phillyrocks.org/
Pittsburgh,Pittsburgh Geological Society,http://www.pittsburghgeologicalsociety.org/index.html
Brookhaven,Tuscarora Lapidary Society,http://www.lapidary.org/
Warwick,"Rhode Island Mineral Hunters, Inc.",http://rimh.us/
Aiken,Aiken Gem and Mineral Society,http://www.aikengmfs.org/
Columbia,Columbia Gem & Mineral Society,http://www.cgams.org/
North Charleston,Lowcountry Gem and Mineral Society,http://lowcountrygemandmineralsociety.org/
Central,Pendleton District Gem and Mineral Society,http://www.woodsmere.com/pdgms/
Greenville,Western South Carolina Gem and Mineral Society,http://www.wescagem.org/
Sioux Falls,Sioux Empire Gem and Mineral Society,http://www.segams.org/
Rapid City,Western Dakota Gem & Mineral Society,http://www.wdgms.org/
Knoxville,Knoxville Gem & Mineral Society,http://www.knoxrocks.org/
Memphis,Memphis Archaeological & Geological Society,http://www.memphisgeology.org/
Nashville,Middle Tennessee Rockhounds,http://www.rockhound.org/
"Murfreesboro, Donelson, Tullahoma",Mid-Tennessee Gem and Mineral Society,http://www.mtgms.org/
Arlington,Arlington Gem and Mineral Club,http://www.agemclub.org/
Austin,Austin Gem and Mineral Society,http://www.austingemandmineral.org/index.html
Abilene,Central Texas Gem & Mineral Society,http://rockclub.txol.net/
Alpine,Chihuahuan Desert Gem and Mineral Club,http://www.cdgmc.org/
Houston,Clear Lake Gem and Mineral Society,http://www.clgms.org/
Fort Worth,"Cowtown Gem, Mineral & Glass Society",http://cera-fw.org/gem-mineral-glass/
Dallas,Dallas Gem and Mineral Society,http://www.dallasgemandmineral.org/
Dallas,Dallas Paleontological Society,https://dps.wildapricot.org/
Tyler,East Texas Gem and Mineral Society,http://www.etgms.com/
El Paso,"El Paso Mineral and Gem Society, Inc.",http://www.epmgs.com/
Fort Worth,Fort Worth Gem and Mineral Club,http://www.fortworthgemandmineralclub.org/
Fredericksburg,Fredericksburg Rockhounds,http://fredericksburgrockhounds.org/
San Antonio,Geological Society of San Antonio,http://www.geosa.org/
Corpus Christi,Gulf Coast Gem & Mineral Society,http://www.gcgms.org/
Houston,Houston Gem and Mineral Society,http://www.hgms.org/
Lubbock,Lubbock Gem and Mineral Society,http://www.lubbockgemandmineral.org/
Midland,"Midland Gem and Mineral Society, Inc.",https://www.facebook.com/midlandgemandmineral/
Dallas,Oak Cliff Gem and Mineral Society,http://www.ocgemandmineral.com/
Austin,Paleontological Society of Austin,http://www.austinpaleo.org/
Jasper,Pine Country Gem & Mineral Society,http://www.pinecountry-gms.org/
Huntsville,Piney Woods Gem & Mineral Society,http://www.pwgms.org/
Dallas,Pleasant Oaks Gem & Mineral Club,http://www.pogmc.org/
Rollin' Rock Club Of Texas And Any Other State Or Country Of The World and Outer Space,"Rollin' Rock Club, Inc.",https://sites.google.com/site/rollinrockclub/
San Antonio,South Texas Geological Society,http://www.stgs.org/
San Antonio,Southwest Gem and Mineral Society,http://www.swgemandmineral.org/
Houston,Texas Faceters Guild,http://texasfacetersguild.org/
Temple,"Tri-City Gem and Mineral Society, Inc.",https://www.facebook.com/midlandgemandmineral/
Waco,Waco Gem and Mineral Club,http://www.wacogemandmineral.org/
Georgetown,Williamson County Gem and Mineral Society,http://www.wcgms.org/
Decatur,"Wise County Fossil, Rock and Mineral Society",http://wisecofossilrockandmineralsoc.weebly.com/
Ogden,Beehive Rock and Gem Club,http://www.beehiverockandgem.com/
Smithfield,Cache Rock and Gem Club,http://cacherockgemclub.weebly.com/
Ogden,Golden Spike Gem & Mineral Society,http://goldenspikegem.org/
Salt Lake City,Mineral Collectors of Utah,http://m-c-u.org/
Moab,Moab Rock Club,https://www.facebook.com/Moab-Rock-Club-1508131859497762/
Sandy,Rockhounders Outreach for Community Knowledge,http://www.rockhoundersock.com/
Provo,Timpanogos Gem & Mineral Society,http://timprocks.weebly.com/
Tooele,Tooele Gem & Mineral Society,https://www.facebook.com/Tooele-Gem-Mineral-Society-1742342656045404/
Salt Lake City,Wasatch Gem Society,http://www.wasatchgemsociety.com/
Burlington,Burlington Gem and Mineral Club,http://www.burlingtongemandmineralclub.org/
Rutland,Rutland Rock & Mineral Club,http://www.rutlandrockmineralclub.50webs.com/
Manassas,"Gem and Mineral Hunters, Inc.",http://www.gmhonline.org/
Lynchburg,Gem and Mineral Society of Lynchburg,http://www.lynchburgrockclub.org/
Hampton,Gem and Mineral Society of the Virginia Peninsula,http://www.gmsvp.org/
Arlington,"Northern Virginia Mineral Club, Inc.",http://www.novamineralclub.org/
Richmond,Richmond Gem & Mineral Society,http://www.rgms-va.info/
Roanoke,Roanoke Valley Mineral & Gem Society,https://www.facebook.com/RVMGS/
Waynesboro,Shenandoah Valley Gem & Mineral Society,http://www.shenandoahvalleyrockclub.org/
Virginia Beach,Tidewater Gem & Mineral Society,http://tgms.weebly.com/
Bellevue,"Bellevue Rock Club, Inc.",http://www.bellevuerockclub.org/
Kent,Cascade Mineralogical Society Inc,http://www.cascademineralogicalsociety.org/
Port Angeles,Clallam County Gem & Mineral Association,http://www.olympicrocks.com/
Darrington,Darrington Rock & Gem Club,https://www.facebook.com/DarringtonRGC/
Kirkland,East KingCo Rock Club,http://www.eastkingco.org/
Everett,Everett Rock & Gem Club,http://www.everettrockclub.com/
Wenatchee,Ginkgo Mineral Society,http://wenatcheerockclub.org/
Bremerton,Kitsap Mineral and Gem Societ,http://www.kmgs.org/
Kennewick,"Lakeside Gem & Mineral Club, Inc.",http://www.lakesidegemandmineralclub.com/
Edmonds,Maplewood Rock & Gem Community Club,http://www.maplewoodrockclub.com/
Walla Walla,Marcus Whitman Gem and Mineral Society,https://www.sites.google.com/site/mwgemandmineral/
Marysville,"Marysville Rock & Gem Club, Inc.",https://sites.google.com/site/marysvillerockngemclub/
Bellingham,Mount Baker Rock And Gem Club,http://mtbakerrockclub.org/
Kent,North American Miners Association,http://www.namaminers.org/
Mount Vernon,North Puget Sound Facetors Guild,http://www.facetguild.com/
Puget Sound,Northwest Paleontological Association,http://nwpaleo.org/
Arden,Panorama Gem & Mineral Club,http://panoramagem.com/
Puyallup,Puyallup Valley Gem & Mineral Club,https://www.facebook.com/PuyallupValleyGemClub
Mt. Vernon,Skagit Rock and Gem Club,https://www.skagitrockandgem.com/
Spokane Valley,Spokane Rock Rollers Club,http://www.rockrollers.org/WP/
Seattle,North Seattle Lapidary & Mineral Club,http://www.northseattlerockclub.org
Olympia,Washington Agate and Mineral Society,https://wamsolympia.wordpress.com
Seattle,West Seattle Rock Club,http://www.westseattlerockclub.org/
Yakima,Yakima Rock & Mineral Club,http://www.yakimarockclub.com/
Charleston,Kanawha Rock and Gem Club,http://www.kanawharockandgemclub.org/
Morgantown,Prehistoric West Virginia,http://prehistoricplanet.com/wv/
Clarksburg,West Virginia Fossil Club Inc,http://www.westvirginiafossilclub.com/
Monroe,"Badger Lapidary & Geological Society, Inc.",http://www.badgerrockclub.org/
La Crosse,Coulee Rock Club of La Crosse,https://www.facebook.com/pages/The-Coulee-Rock-Club/182345351787782
Marshfield & Stevens Point,Heart of Wisconsin Gem & Mineral Society,https://www.heartofwisconsinrocks.com/
Pewaukee,Kettle Moraine Geological Society,http://www.kmgsrocks.com/
Minocqua,Lakeland Gem Club,http://www.lakelandgemclub.com/
Madison,Madison Gem and Mineral Club,http://www.madisonrockclub.org/
Cameron,Northwest Wisconsin Gem & Mineral Society,http://www.cameronamericanlegion.org/rockclub.html
Oshkosh,Oshkosh Earth Science Club,https://sites.google.com/site/oshkoshearthscienceclub/home
Racine,"Racine Geological Society, Inc",http://rgs-wi.tripod.com/
Menasha,Weis'n'Miners Geology Club,http://www.weismuseum.org/geology-club.html
West Allis,Wisconsin Geological Society,http://www.wisgeologicalsociety.com/
Cody,Cody 59ers Rock Club,http://www.cody59ers.com/
Riverton,Riverton Mineral and Gem Society,http://www.rivertonmgs.com/
Cody,Wyoming State Mineral and Gem Society,http://wymineralandgemsociety.org
